masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
7610,Lê Thị,Sơn,2002/8/5,0,Tây Ninh,SP23
7611,Phạm Quang,Băng,2001/7/22,0,Vĩnh Long,TU23
7612,Phan Hoàng,Nhi,2004/6/24,0,Trà Vinh,PM23
7613,Nguyễn Văn,Huỳnh,2005/9/23,1,Cần Thơ,TU22
7614,Nguyễn Trung,Sang,2005/4/2,1,Tiền Giang,HT22
7615,Bùi Nhật,Huỳnh,2002/12/17,1,Cần Thơ,SP24
7616,Trương Gia,An,2005/1/13,0,Tây Ninh,PM23
7617,Phan Minh,Đại,2000/7/7,0,HCM,DL24
7618,Nguyễn Thế,Thành,2002/8/13,1,Long An,HD24
7619,Trương Trung,Diễm,2001/1/21,1,Tiền Giang,DL24
7620,Phạm Quang,Linh,2002/2/25,1,HCM,TU24
7621,Phan Trung,Bình,2001/7/4,0,Trà Vinh,HT24
7622,Võ Gia,Giang,2005/10/26,1,An Giang,SP24
7623,Trần Hữu,Thành,2005/4/19,1,Trà Vinh,HD24
7624,Bùi Gia,Long,2000/6/25,0,Long An,TU24
7625,Bùi Mạnh,Thanh,2003/3/26,1,Long An,SP24
7626,Nguyễn Hoàng,Sang,2002/8/13,1,HCM,HC24
7627,Bùi Hoàng,Duy,2003/9/16,0,Nam Định,SP24
7628,Lê Văn,Phú,2002/9/13,1,Nam Định,PM23
7629,Trần Gia,Nhã,2000/1/26,1,An Giang,SP23
7630,Lê Hoài,Tài,2004/7/25,1,Cần Thơ,TC23
7631,Nguyễn Hoài,My,2001/3/10,0,An Giang,PM22
7632,Lê Minh,Huỳnh,2002/6/3,1,Nam Định,PM22
7633,Phan Hoàng,Ánh,2003/5/16,1,Tây Ninh,DT24
7634,Lê Mạnh,Ánh,2000/8/13,1,Cần Thơ,TC24
7635,Trần Quang,Sương,2004/3/24,1,Tiền Giang,DL24
7636,Trần Thị,Đại,2005/1/5,0,Nam Định,LU24
7637,Trương Mạnh,Mỹ,2005/10/10,0,HCM,TU22
7638,Trương Quang,Thanh,2001/11/16,1,HCM,TC24
7639,Phan Hoài,Ân,2002/5/18,1,Tiền Giang,PM21
7640,Võ Thị,Bạch,2005/2/22,0,Tây Ninh,TO24
7641,Phạm Văn,Dương,2003/9/27,1,Long An,HT23
7642,Trần Thị,Cường,2003/1/19,0,Nam Định,PM23
7643,Bùi Mạnh,Anh,2002/1/26,0,Trà Vinh,DT24
7644,Nguyễn Nhật,Chi,2001/1/6,1,Long An,TC24
7645,Phạm Quang,Duyên,2003/10/20,1,Vĩnh Long,SP23
7646,Trần Mạnh,Nhi,2005/2/10,1,Trà Vinh,NA24
7647,Võ Nhật,Nhi,2000/3/28,1,Vĩnh Long,NA23
7648,Nguyễn Gia,Giang,2000/7/2,0,Vĩnh Long,HT23
7649,Nguyễn Nhật,Tài,2005/9/4,0,Long An,TU22
7650,Trương Quang,Ân,2003/1/15,0,Long An,PM24
7651,Lê Hoài,Vinh,2004/8/23,1,Cần Thơ,DL24
7652,Võ Văn,Tài,2003/12/26,1,Tiền Giang,NA24
7653,Phan Hoàng,Long,2002/2/20,1,Trà Vinh,MT24
7654,Phan Văn,Diễm,2000/9/26,1,Trà Vinh,TM24
7655,Phan Thế,My,2005/10/12,1,HCM,PM23
7656,Bùi Nhật,Thương,2003/8/19,0,Tiền Giang,VL24
7657,Nguyễn Hoàng,Đạt,2005/11/5,0,Trà Vinh,DL24
7658,Bùi Nhật,Thắng,2004/1/4,0,Tây Ninh,MK24
7659,Lê Hữu,Cẩm,2001/5/20,1,Vĩnh Long,NA23
7660,Bùi Hữu,Duyên,2000/9/27,1,Tây Ninh,PM24
7661,Trương Quang,Vân,2001/9/4,0,HCM,NA23
7662,Võ Văn,Tấn,2003/1/12,1,HCM,HD24
7663,Trần Hữu,Hậu,2000/1/30,1,Cần Thơ,HQ23
7664,Phan Thị,Khanh,2004/3/7,0,Tây Ninh,HQ24
7665,Bùi Hoài,Trang,2001/7/12,0,Tây Ninh,SP22
7666,Phạm Trung,Thành,2003/7/19,1,Trà Vinh,SP23
7667,Võ Thế,Sơn,2003/2/5,0,Nam Định,HT24
7668,Lê Hoàng,Uyên,2000/9/16,0,Tiền Giang,NA24
7669,Nguyễn Gia,Đạt,2003/9/5,0,Vĩnh Long,TU23
7670,Phan Thế,Khôi,2001/6/8,0,Vĩnh Long,HT23
7671,Phan Gia,Vy,2000/10/26,1,HCM,MK24
7672,Nguyễn Gia,Kim,2004/1/16,1,Nam Định,VL24
7673,Lê Gia,Ngọc,2005/7/15,1,Tiền Giang,TI24
7674,Phan Minh,Danh,2000/7/12,0,Nam Định,HQ24
7675,Phan Hoàng,Nhã,2001/3/3,0,Cần Thơ,NA23
7676,Bùi Hữu,Cẩm,2005/6/7,1,Cần Thơ,PM21
7677,Phan Quang,Vy,2002/4/27,1,Cần Thơ,TU23
7678,Võ Minh,Dung,2000/7/25,1,Tây Ninh,HQ24
7679,Trương Hoài,Khang,2000/4/27,1,Trà Vinh,NA24
7680,Trương Nhật,Kiều,2005/12/28,1,Tây Ninh,NA22
7681,Lê Hoài,Ngân,2005/7/15,0,An Giang,TI24
7682,Phan Mạnh,Vỹ,2004/12/22,1,An Giang,SP23
7683,Lê Gia,Nhi,2005/7/24,1,Trà Vinh,HQ24
7684,Lê Nhật,Đạt,2004/8/15,0,Vĩnh Long,TM24
7685,Phan Trung,Chi,2000/2/3,0,Trà Vinh,SP24
7686,Phan Trung,Phúc,2004/4/9,0,Nam Định,PM24
7687,Bùi Thế,Danh,2005/9/12,0,Nam Định,PM21
7688,Trần Thế,Hồng,2003/8/24,0,Tiền Giang,PM23
7689,Trương Văn,Oanh,2004/8/6,1,An Giang,SP23
7690,Trần Nhật,Tấn,2005/11/10,1,Trà Vinh,VL24
7691,Trương Văn,Phúc,2004/3/29,1,Vĩnh Long,HQ23
7692,Phạm Hoàng,Vỹ,2002/9/8,0,Cần Thơ,TU23
7693,Nguyễn Minh,Vinh,2004/11/23,0,Tiền Giang,HC24
7694,Trần Trung,Cẩm,2001/9/29,1,HCM,TU23
7695,Lê Hoài,Thịnh,2002/11/14,0,Trà Vinh,DT24
7696,Bùi Hữu,Ngọc,2005/4/8,1,HCM,DT24
7697,Bùi Hữu,Nghĩa,2005/6/30,1,Nam Định,PM22
7698,Võ Hoàng,Vỹ,2001/3/13,0,Nam Định,DL24
7699,Lê Mạnh,Linh,2004/10/14,1,Trà Vinh,HC24
7700,Trần Trung,Ngọc,2005/3/13,1,Nam Định,HC24
7701,Trần Quang,Sơn,2001/8/11,0,Nam Định,SP23
7702,Nguyễn Hữu,Nhã,2004/5/23,0,Trà Vinh,SP22
7703,Nguyễn Trung,Phương,2005/5/22,1,Nam Định,HT22
7704,Lê Hữu,Phúc,2003/4/22,0,Tiền Giang,TC24
7705,Phạm Mạnh,Giang,2003/2/24,1,Tây Ninh,TU22
7706,Lê Mạnh,Uyên,2001/11/14,1,HCM,SP22
7707,Phan Nhật,Sơn,2003/5/13,0,HCM,TO24
7708,Trương Thế,Nhã,2001/12/12,0,An Giang,PM24
7709,Nguyễn Quang,Nhã,2005/11/6,1,Nam Định,DT24
7710,Lê Hữu,Kim,2004/12/10,1,Cần Thơ,DL24
7711,Bùi Hoàng,Chi,2001/4/22,0,Vĩnh Long,HC24
7712,Phan Nhật,Phước,2001/6/20,0,Vĩnh Long,MT24
7713,Trương Mạnh,Ngân,2004/6/28,1,Tiền Giang,PM22
7714,Võ Trung,Thương,2005/12/7,0,Tiền Giang,TI24
7715,Nguyễn Gia,Lợi,2002/10/1,1,Long An,MT24
7716,Trần Văn,Nghĩa,2002/6/23,1,Vĩnh Long,TU23
7717,Lê Nhật,Phú,2003/8/25,1,An Giang,PM24
7718,Bùi Hoài,Thanh,2005/6/6,1,Vĩnh Long,TO24
7719,Nguyễn Hoàng,Hà,2003/2/15,0,Nam Định,HC24
7720,Võ Hữu,Trang,2005/7/29,1,Tiền Giang,SP22
7721,Trương Nhật,My,2002/5/28,0,Vĩnh Long,PM23
7722,Bùi Hoàng,Bạch,2001/1/17,0,Long An,PM23
7723,Phan Thị,Lợi,2000/10/6,0,Nam Định,DT24
7724,Phan Minh,Bảo,2004/9/25,1,Vĩnh Long,PM24
7725,Trương Mạnh,Long,2005/7/22,0,Vĩnh Long,TU24
7726,Võ Nhật,Hồng,2003/3/1,0,Cần Thơ,HT23
7727,Nguyễn Hoàng,Uyên,2002/12/9,0,An Giang,PM24
7728,Phạm Thị,Tiên,2000/6/25,0,Nam Định,LU24
7729,Bùi Hoàng,Tài,2000/1/23,0,Nam Định,HC24
7730,Phạm Văn,Tài,2005/9/25,1,Long An,PM24
7731,Bùi Nhật,Phước,2001/7/18,0,An Giang,MK24
7732,Nguyễn Minh,Băng,2002/5/13,1,Nam Định,TM24
7733,Nguyễn Trung,Vân,2003/9/6,1,HCM,TI24
7734,Lê Hoàng,Kiều,2000/11/27,1,Vĩnh Long,SP23
7735,Trương Hữu,Khang,2001/4/4,1,Trà Vinh,HT24
7736,Nguyễn Hữu,Kim,2004/11/9,1,Tây Ninh,PM23
7737,Phạm Thị,Khánh,2000/11/21,0,Trà Vinh,SP22
7738,Trương Thị,Kim,2002/6/1,0,An Giang,SP22
7739,Bùi Thị,Vy,2005/11/22,0,Tây Ninh,MT24
7740,Phạm Thế,Thương,2000/1/3,1,Cần Thơ,TC23
7741,Phạm Thế,Mỹ,2003/2/26,0,Tây Ninh,HQ24
7742,Võ Văn,Dung,2002/2/11,1,An Giang,PM23
7743,Trần Văn,Sương,2000/3/23,1,Cần Thơ,HT22
7744,Lê Thị,Thanh,2004/3/19,0,Tiền Giang,TU24
7745,Trương Mạnh,Danh,2005/12/21,0,Nam Định,TC23
7746,Võ Thị,Lợi,2004/2/1,0,Tiền Giang,HD24
7747,Phạm Văn,Hậu,2000/2/15,1,An Giang,HT22
7748,Phạm Trung,Bích,2002/10/1,1,Tây Ninh,TM24
7749,Võ Nhật,Cẩm,2004/11/16,1,Long An,DT24
7750,Bùi Hữu,Ngọc,2001/6/15,1,An Giang,SP24
7751,Võ Mạnh,Vinh,2001/12/9,0,Tây Ninh,MK24
7752,Nguyễn Trung,Phương,2002/3/5,0,Cần Thơ,TU23
7753,Phạm Mạnh,Dung,2004/3/30,0,Trà Vinh,DL24
7754,Võ Quang,An,2002/11/25,1,Nam Định,TO24
7755,Bùi Hoài,Khanh,2005/4/26,0,Vĩnh Long,HT22
7756,Võ Văn,Ngọc,2000/11/9,1,Tiền Giang,HD24
7757,Phan Gia,Bảo,2005/10/15,1,Tiền Giang,TC23
7758,Phan Minh,Hồng,2002/12/21,0,Cần Thơ,DL24
7759,Nguyễn Nhật,Nhi,2000/12/27,1,Tây Ninh,NA22
7760,Phạm Thế,Phúc,2000/4/19,1,Long An,NA22
7761,Nguyễn Hoàng,Mỹ,2005/5/6,1,Long An,SP24
7762,Nguyễn Trung,Phú,2000/9/24,0,Tây Ninh,TI24
7763,Trương Hoàng,Uyên,2002/9/5,0,Vĩnh Long,PM22
7764,Phan Thị,Uyên,2001/1/11,0,An Giang,TU22
7765,Lê Hoài,Dung,2003/1/1,0,Cần Thơ,NA22
7766,Lê Hoàng,Dương,2002/12/15,1,Nam Định,TU22
7767,Bùi Quang,Như,2004/5/3,1,Cần Thơ,HC24
7768,Lê Minh,Trang,2002/4/3,0,An Giang,TI24
7769,Trương Gia,Kiều,2004/10/11,0,An Giang,DT24
7770,Nguyễn Hoài,Châu,2003/4/5,0,HCM,HD24
7771,Phan Mạnh,Dung,2005/12/18,1,Long An,HD24
7772,Trương Hữu,Khanh,2005/8/29,0,An Giang,PM21
7773,Lê Hữu,Thịnh,2001/7/7,1,HCM,HD24
7774,Nguyễn Mạnh,Vinh,2001/7/17,1,Trà Vinh,HT24
7775,Lê Gia,Châu,2000/3/2,1,HCM,PM23
7776,Lê Hoài,Vân,2000/2/25,0,An Giang,PM22
7777,Trương Mạnh,Thành,2003/9/3,1,Tiền Giang,SP23
7778,Nguyễn Thị,Khánh,2004/3/9,0,Trà Vinh,DL24
7779,Phạm Nhật,Uyên,2000/2/13,0,Cần Thơ,PM21
7780,Trần Gia,Đức,2003/2/16,1,An Giang,TU23
7781,Phạm Mạnh,Bình,2005/12/14,0,Tây Ninh,TO24
7782,Võ Văn,Tấn,2005/7/13,1,HCM,TO24
7783,Bùi Minh,Uyên,2001/2/25,1,HCM,TM24
7784,Nguyễn Mạnh,Sương,2005/6/4,1,Nam Định,VL24
7785,Phạm Hoài,Bích,2005/7/12,1,Trà Vinh,PM24
7786,Nguyễn Minh,Nhi,2001/5/5,1,Tiền Giang,TC23
7787,Bùi Hoài,Như,2003/10/13,1,Nam Định,TU23
7788,Bùi Gia,Dung,2004/3/16,0,HCM,TU23
7789,Bùi Hoàng,Phước,2001/12/24,1,Long An,TI24
7790,Phạm Gia,Nhã,2000/12/15,0,Vĩnh Long,VL24
7791,Lê Mạnh,Khôi,2001/6/19,0,Cần Thơ,VL24
7792,Lê Quang,Uyên,2003/5/29,0,Cần Thơ,NA22
7793,Nguyễn Thế,Khánh,2005/9/22,0,Long An,MK24
7794,Nguyễn Thị,Diễm,2002/9/23,0,Tây Ninh,PM24
7795,Phan Gia,Bạch,2005/3/5,0,Tây Ninh,TU24
7796,Phan Thị,Châu,2005/12/2,0,HCM,TU22
7797,Trần Hoài,Bình,2002/3/24,1,An Giang,PM24
7798,Trần Trung,Diễm,2002/9/20,1,Tiền Giang,NA24
7799,Trương Hữu,Khôi,2002/4/25,1,Tiền Giang,TU22
7800,Lê Hoài,Hậu,2002/5/2,0,Tiền Giang,PM24
7801,Phan Minh,Thanh,2005/4/22,1,Trà Vinh,PM23
7802,Võ Gia,Phước,2002/6/18,1,Tiền Giang,PM22
7803,Nguyễn Hữu,Sương,2003/6/10,0,Long An,MT24
7804,Bùi Hữu,Băng,2002/4/29,1,Cần Thơ,HT23
7805,Trương Thế,Khang,2003/11/1,0,Nam Định,DT24
7806,Lê Văn,Trang,2005/1/16,1,Cần Thơ,TC24
7807,Phan Văn,Tài,2003/2/16,1,An Giang,MT24
7808,Trương Thế,Kiều,2004/8/27,1,Tây Ninh,SP22
7809,Phạm Thị,Duyên,2003/5/17,0,Cần Thơ,LU24
7810,Phan Thế,Ngân,2000/8/13,1,An Giang,TM24
7811,Phan Mạnh,Bảo,2003/1/5,0,Vĩnh Long,LU24
7812,Võ Trung,Kim,2003/5/27,1,HCM,PM24
7813,Phạm Quang,Phước,2004/11/17,1,An Giang,HT23
7814,Trần Minh,An,2002/12/5,1,Nam Định,HT22
7815,Phan Thị,Vỹ,2001/3/28,0,Trà Vinh,VL24
7816,Trương Minh,Duy,2002/11/22,0,Tây Ninh,VL24
7817,Võ Quang,Vân,2000/12/2,1,Tây Ninh,LU24
7818,Phan Thế,Tiên,2005/5/23,1,Tiền Giang,TU24
7819,Trương Mạnh,Lợi,2004/7/1,1,Trà Vinh,DL24
7820,Nguyễn Mạnh,Phú,2001/5/21,1,Vĩnh Long,TU23
7821,Trần Nhật,Phương,2002/10/14,1,Vĩnh Long,NA24
7822,Phan Thị,Sương,2002/11/9,0,Vĩnh Long,TC23
7823,Nguyễn Hữu,Danh,2001/3/26,1,Vĩnh Long,SP22
7824,Trần Minh,Phúc,2003/11/22,0,Cần Thơ,SP23
7825,Võ Mạnh,Đức,2001/11/25,1,Trà Vinh,LU24
7826,Võ Quang,Tấn,2005/2/25,0,Nam Định,SP23
7827,Trần Thế,Duy,2003/5/3,0,Trà Vinh,DL24
7828,Phạm Gia,Vinh,2003/6/18,1,An Giang,VL24
7829,Lê Văn,Mỹ,2005/5/19,1,Trà Vinh,SP24
7830,Võ Nhật,Hồng,2005/12/23,0,Nam Định,SP24
7831,Phạm Mạnh,Vỹ,2003/6/30,0,Cần Thơ,HC24
7832,Lê Thị,Anh,2001/2/7,0,Cần Thơ,HQ23
7833,Phan Mạnh,Tiên,2003/5/10,1,Trà Vinh,DT24
7834,Nguyễn Gia,Bích,2000/11/14,0,Trà Vinh,VL24
7835,Phạm Văn,Duy,2004/3/4,1,Cần Thơ,HT22
7836,Trương Hoài,Châu,2001/4/3,0,An Giang,TC23
7837,Trương Văn,Kiều,2000/12/18,1,Nam Định,HQ24
7838,Bùi Thị,Anh,2003/11/20,0,Nam Định,MK24
7839,Trương Minh,Nghĩa,2000/6/3,1,Trà Vinh,HT22
7840,Võ Thế,Hồng,2004/11/28,0,Tây Ninh,TM24
7841,Trần Hoài,Phú,2001/9/17,0,Vĩnh Long,NA22
7842,Nguyễn Thị,Bảo,2002/11/25,0,Cần Thơ,SP24
7843,Nguyễn Quang,Khôi,2003/4/19,0,Trà Vinh,NA22
7844,Võ Thị,Phương,2002/9/4,0,Cần Thơ,TU23
7845,Phạm Gia,Long,2005/1/3,1,Long An,TU24
7846,Trương Hữu,Khánh,2003/1/13,0,Long An,DT24
7847,Phạm Văn,Sương,2004/2/7,1,Long An,MT24
7848,Trần Mạnh,Diễm,2004/3/30,0,HCM,SP23
7849,Lê Văn,Đại,2005/8/5,1,Tây Ninh,HQ24
7850,Trần Thị,Hà,2005/3/27,0,HCM,PM21
7851,Trần Trung,Châu,2003/7/15,1,Tiền Giang,SP24
7852,Phạm Trung,Ân,2001/1/6,0,An Giang,HT24
7853,Trương Văn,Châu,2004/4/30,1,Tây Ninh,NA24
7854,Lê Gia,Tiên,2005/3/13,0,Tiền Giang,PM24
7855,Lê Thị,Tấn,2005/7/29,0,Nam Định,PM22
7856,Phan Thị,Trang,2000/4/18,0,Long An,HQ23
7857,Phan Gia,Thắng,2001/5/23,1,Nam Định,HT22
7858,Nguyễn Gia,Bạch,2002/1/21,0,Nam Định,HT23
7859,Bùi Gia,Sương,2004/9/10,1,Cần Thơ,PM21
7860,Nguyễn Nhật,Cường,2001/10/25,0,An Giang,DL24
7861,Lê Minh,Đạt,2001/3/4,1,Cần Thơ,VL24
7862,Nguyễn Hoàng,Phú,2003/3/6,0,Long An,NA22
7863,Nguyễn Hoài,Sương,2000/7/25,1,Long An,TC24
7864,Nguyễn Minh,Phương,2005/1/1,1,Cần Thơ,PM22
7865,Nguyễn Hữu,Khải,2000/6/11,1,HCM,DL24
7866,Phan Gia,Phương,2002/5/22,0,An Giang,HQ24
7867,Trương Mạnh,Thắng,2000/3/8,1,Long An,TU23
7868,Trần Minh,Giang,2002/1/25,0,Tiền Giang,HT24
7869,Bùi Minh,An,2004/2/14,1,Tây Ninh,TM24
7870,Bùi Gia,Bích,2005/9/25,1,Tây Ninh,PM21
7871,Bùi Hoàng,Linh,2004/1/28,1,HCM,LU24
7872,Bùi Nhật,Danh,2003/1/15,1,Nam Định,DL24
7873,Trần Gia,Đại,2002/5/17,0,Tây Ninh,NA24
7874,Nguyễn Quang,Kiều,2004/6/7,1,Trà Vinh,MK24
7875,Phan Nhật,Thành,2003/1/17,1,Nam Định,NA22
7876,Bùi Quang,Cường,2002/5/5,0,Tiền Giang,NA23
7877,Trần Nhật,Dương,2000/6/22,1,Nam Định,MT24
7878,Trương Quang,Sơn,2005/10/17,1,Tây Ninh,NA24
7879,Bùi Gia,Đạt,2001/3/21,1,An Giang,MK24
7880,Trương Hữu,Tiên,2000/9/10,1,Tiền Giang,TO24
7881,Bùi Mạnh,Bảo,2002/10/21,0,HCM,HT22
7882,Nguyễn Minh,Đạt,2003/11/19,1,Cần Thơ,HQ24
7883,Lê Trung,Hồng,2002/11/7,0,Long An,PM21
7884,Lê Hoàng,Dung,2001/8/29,0,An Giang,TU23
7885,Phạm Quang,Phước,2005/1/7,0,Tiền Giang,TC23
7886,Trần Hoài,Tài,2002/7/10,0,An Giang,PM21
7887,Lê Hoàng,Châu,2005/2/20,1,Cần Thơ,NA24
7888,Võ Quang,Danh,2002/3/25,1,Tiền Giang,NA24
7889,Phan Mạnh,Hà,2004/9/19,1,Tây Ninh,HD24
7890,Võ Hoài,Phú,2003/9/22,0,Long An,NA23
7891,Phan Gia,Ánh,2002/9/23,0,Cần Thơ,HQ24
7892,Phan Hữu,Châu,2003/2/8,0,An Giang,TU24
7893,Lê Văn,Nghĩa,2001/6/23,1,Trà Vinh,MT24
7894,Nguyễn Trung,Kiều,2001/9/6,1,Tiền Giang,PM22
7895,Trương Gia,Vỹ,2003/11/14,1,Trà Vinh,NA24
7896,Nguyễn Thế,Đại,2000/2/15,1,An Giang,TI24
7897,Bùi Quang,Khải,2005/9/30,1,Tây Ninh,TC23
7898,Nguyễn Nhật,Khang,2004/5/30,0,Vĩnh Long,PM21
7899,Võ Văn,Ngọc,2004/1/22,1,Nam Định,MK24
7900,Phạm Trung,Vân,2001/4/22,0,Tây Ninh,LU24
7901,Bùi Nhật,Thương,2000/10/4,1,Long An,HQ24
7902,Bùi Minh,Trang,2005/12/2,1,An Giang,DL24
7903,Phạm Trung,Duy,2005/8/11,1,Cần Thơ,MK24
7904,Bùi Gia,Vy,2005/3/19,0,Nam Định,TU24
7905,Võ Gia,Thanh,2003/3/23,1,Tây Ninh,TU24
7906,Phạm Văn,Ánh,2004/5/28,1,Cần Thơ,HD24
7907,Bùi Văn,Sơn,2001/4/28,1,Trà Vinh,PM21
7908,Phạm Mạnh,Dung,2003/6/10,0,Cần Thơ,TU22
7909,Nguyễn Mạnh,Kiều,2003/7/2,1,Tây Ninh,HT22
7910,Lê Thế,Ngọc,2002/7/9,0,An Giang,HQ23
7911,Phạm Thị,Giang,2001/8/16,0,Cần Thơ,PM22
7912,Phan Thế,Vy,2003/1/21,1,Long An,HQ23
7913,Phan Trung,Bình,2005/6/13,0,Nam Định,TU24
7914,Phan Quang,Tài,2001/1/19,1,HCM,VL24
7915,Trần Hoài,Kim,2003/4/25,1,An Giang,TC24
7916,Lê Gia,Phượng,2003/7/2,1,Tây Ninh,NA23
7917,Trương Quang,Tiên,2003/4/17,1,An Giang,PM21
7918,Phạm Trung,Khanh,2002/10/23,0,Cần Thơ,HT22
7919,Trần Hoàng,Như,2002/3/20,1,An Giang,TU24
7920,Võ Hữu,Khang,2002/3/3,0,Tiền Giang,TO24
7921,Bùi Quang,An,2005/5/6,0,Long An,SP24
7922,Trương Mạnh,Bình,2001/4/12,1,Long An,DL24
7923,Phan Hữu,Vân,2001/10/18,1,Nam Định,TU22
7924,Trương Hoài,Hà,2005/11/23,0,Cần Thơ,SP23
7925,Phan Hoài,Bảo,2004/7/5,1,Nam Định,HQ24
7926,Phan Quang,Vỹ,2003/2/19,0,HCM,MT24
7927,Nguyễn Hữu,Kiều,2002/10/19,1,An Giang,VL24
7928,Phan Thế,Chi,2005/5/15,1,HCM,LU24
7929,Lê Minh,Thắng,2003/12/9,1,HCM,MT24
7930,Phan Thế,Băng,2000/11/27,0,Cần Thơ,NA23
7931,Lê Gia,Khải,2000/3/16,0,Tây Ninh,TC24
7932,Bùi Trung,Thắng,2003/5/3,0,Tây Ninh,HT22
7933,Phan Trung,Tiên,2002/2/3,0,Vĩnh Long,TM24
7934,Trương Quang,Vân,2001/2/28,1,HCM,VL24
7935,Phan Hoài,Vy,2003/6/25,1,Tây Ninh,PM23
7936,Nguyễn Nhật,Sang,2003/3/4,0,Long An,VL24
7937,Phạm Mạnh,Vỹ,2002/3/7,0,An Giang,HD24
7938,Lê Thế,Oanh,2001/2/26,0,Trà Vinh,PM22
7939,Nguyễn Thế,Uyên,2002/12/20,0,An Giang,TC24
7940,Phạm Hữu,An,2005/6/27,1,Cần Thơ,SP22
7941,Phạm Mạnh,Sơn,2005/5/9,1,An Giang,TC23
7942,Phạm Mạnh,Kim,2000/4/11,1,Tiền Giang,HT23
7943,Phạm Gia,Giang,2002/1/2,0,Long An,NA22
7944,Trần Nhật,Thành,2004/9/23,1,Long An,TU23
7945,Bùi Quang,Tấn,2001/6/12,1,Nam Định,TU22
7946,Phan Hoài,Huỳnh,2004/4/4,1,Cần Thơ,LU24
7947,Trương Nhật,Anh,2003/8/17,1,Nam Định,NA23
7948,Phan Hữu,Bích,2001/12/13,1,Vĩnh Long,MT24
7949,Phan Nhật,Hà,2001/9/12,0,Tiền Giang,HQ23
7950,Võ Nhật,Như,2001/6/9,0,Tiền Giang,MT24
7951,Nguyễn Trung,Thương,2005/8/26,1,Cần Thơ,TI24
7952,Phan Hoàng,Phú,2004/11/14,0,Vĩnh Long,HT23
7953,Trần Quang,Thắng,2005/5/18,0,Nam Định,MK24
7954,Trương Hữu,Bích,2000/11/22,1,Cần Thơ,DL24
7955,Phan Thế,Vy,2004/8/19,0,Long An,NA24
7956,Lê Hoài,Như,2004/3/25,1,Tiền Giang,DL24
7957,Võ Trung,Nghĩa,2002/6/26,1,Vĩnh Long,PM21
7958,Lê Mạnh,Trang,2000/10/7,0,Trà Vinh,TM24
7959,Nguyễn Minh,Nhi,2000/9/2,1,HCM,HD24
7960,Lê Trung,Oanh,2001/1/21,0,Tây Ninh,SP24
7961,Bùi Quang,Nghĩa,2004/2/22,0,Nam Định,TC24
7962,Phan Hoàng,Vỹ,2002/11/2,1,Nam Định,PM21
7963,Phan Nhật,Anh,2005/3/11,0,Tiền Giang,TC23
7964,Trương Thế,Khanh,2005/7/8,0,Trà Vinh,DT24
7965,Phạm Văn,My,2001/11/16,1,Nam Định,HT22
7966,Phan Gia,Diễm,2005/4/20,1,Tây Ninh,TU24
7967,Phan Văn,Long,2002/3/28,1,Vĩnh Long,SP24
7968,Nguyễn Nhật,Hậu,2000/6/6,0,An Giang,TC24
7969,Lê Thế,Uyên,2001/1/5,0,HCM,SP22
7970,Phan Văn,Phương,2001/11/4,1,Nam Định,NA24
7971,Trương Hoàng,Vân,2003/6/24,0,Nam Định,HQ24
7972,Nguyễn Hữu,Khánh,2004/11/12,0,Cần Thơ,TU23
7973,Phan Hữu,My,2005/1/22,0,HCM,HQ24
7974,Phạm Nhật,Diễm,2004/4/27,1,Trà Vinh,NA22
7975,Phạm Văn,Huỳnh,2002/3/4,1,Nam Định,HT24
7976,Phan Minh,Chi,2001/10/4,0,Trà Vinh,PM21
7977,Phạm Nhật,Châu,2004/9/6,1,Nam Định,TI24
7978,Phan Nhật,Hà,2001/5/11,0,HCM,TU23
7979,Võ Hoàng,Ánh,2000/9/27,0,Long An,SP22
7980,Trương Văn,Vỹ,2005/11/7,1,HCM,NA22
7981,Võ Hoài,Nhã,2004/4/19,0,Tiền Giang,NA22
7982,Phan Thị,Thắng,2005/4/23,0,Tây Ninh,HQ23
7983,Trương Hữu,Nhi,2002/9/5,1,HCM,HT24
7984,Phan Minh,Danh,2005/11/20,1,Cần Thơ,MT24
7985,Lê Thị,Đức,2001/1/14,0,Vĩnh Long,MK24
7986,Lê Thế,Bảo,2004/4/19,1,An Giang,NA24
7987,Võ Nhật,Ngân,2005/3/27,0,Tây Ninh,MT24
7988,Trần Quang,Cẩm,2004/8/25,1,Trà Vinh,HD24
7989,Võ Gia,Thương,2001/9/1,0,Tiền Giang,PM23
7990,Lê Văn,Phương,2001/10/8,1,Cần Thơ,NA22
7991,Lê Trung,Phú,2001/11/4,0,Tây Ninh,TO24
7992,Phạm Quang,Bình,2001/10/12,1,An Giang,TM24
7993,Phan Thế,Hà,2004/2/13,1,Trà Vinh,HD24
7994,Trần Nhật,Hà,2001/3/1,1,HCM,TC24
7995,Phan Minh,Bạch,2003/2/15,0,Tây Ninh,PM22
7996,Nguyễn Hoàng,My,2002/6/27,0,Vĩnh Long,SP23
7997,Lê Mạnh,Ánh,2002/2/2,0,Vĩnh Long,SP24
7998,Võ Mạnh,Sơn,2000/5/26,1,Trà Vinh,PM24
7999,Phạm Trung,Kiều,2000/4/6,1,Cần Thơ,PM22
8000,Phạm Hữu,Linh,2004/4/25,1,Tây Ninh,NA22
8001,Phan Quang,Mỹ,2005/8/19,1,Long An,LU24
